
# Sources Go API

| Package | Function Signature |
| Package | Receiver | Method Signature |
|---|---|---|
| tendermint/abci/types | (m \*ResponseBeginBlock) | Marshal() (dAtA []byte, err error) |
| tendermint/abci/types | (m \*ResponseBeginBlock) | MarshalTo(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseBeginBlock) | MarshalToSizedBuffer(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseBeginBlock) | XXX_Marshal(b []byte, deterministic bool) ([]byte, error) |
| tendermint/abci/types | (m \*ResponseBeginBlock) | XXX_Merge(src proto.Message) |
| tendermint/abci/types | (m \*ResponseDeliverTx) | Marshal() (dAtA []byte, err error) |
| tendermint/abci/types | (m \*ResponseDeliverTx) | MarshalTo(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseDeliverTx) | MarshalToSizedBuffer(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseDeliverTx) | XXX_Marshal(b []byte, deterministic bool) ([]byte, error) |
| tendermint/abci/types | (m \*ResponseDeliverTx) | XXX_Merge(src proto.Message) |
| tendermint/abci/types | (m \*ResponseEndBlock) | Marshal() (dAtA []byte, err error) |
| tendermint/abci/types | (m \*ResponseEndBlock) | MarshalTo(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseEndBlock) | MarshalToSizedBuffer(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseEndBlock) | XXX_Marshal(b []byte, deterministic bool) ([]byte, error) |
| tendermint/abci/types | (m \*ResponseEndBlock) | XXX_Merge(src proto.Message) |
| tendermint/abci/types | (m \*ResponseCommit) | Marshal() (dAtA []byte, err error) |
| tendermint/abci/types | (m \*ResponseCommit) | MarshalTo(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseCommit) | MarshalToSizedBuffer(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseCommit) | XXX_Marshal(b []byte, deterministic bool) ([]byte, error) |
| tendermint/abci/types | (m \*ResponseCommit) | XXX_Merge(src proto.Message) |
| tendermint/abci/types | (m \*ResponseCheckTx) | Marshal() (dAtA []byte, err error) |
| tendermint/abci/types | (m \*ResponseCheckTx) | MarshalTo(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseCheckTx) | MarshalToSizedBuffer(dAtA []byte) (int, error) |
| tendermint/abci/types | (m \*ResponseCheckTx) | XXX_Marshal(b []byte, deterministic bool) ([]byte, error) |
| tendermint/abci/types | (m \*ResponseCheckTx) | XXX_Merge(src proto.Message) |

# Sinks of Cosmos SDK

| Package | Function Signature |
|---|---|
| cosmos-sdk/types/errors | Register(codespace string, code uint32, description string) \*Error |
| cosmos-sdk/types/errors | ABCIInfo(err error, debug bool) (codespace string, code uint32, log string) |
| cosmos-sdk/types/errors | Redact(err error) error  |
| cosmos-sdk/types/errors | ABCIError(codespace string, code uint32, log string) error |
| cosmos-sdk/types/errors | New(codespace string, code uint32, desc string) \*Error  |
| cosmos-sdk/types/errors | Wrap(err error, description string) error |
| cosmos-sdk/types/errors | Wrapf(err error, format string, args ...interface{}) error |
| cosmos-sdk/types/errors | Recover(err \*error) |
| cosmos-sdk/types/errors | WithType(err error, obj interface{}) error |

| Package | Receiver | Method Signature |
|---|---|---|
| cosmos-sdk/types/errors | \*Error | Wrap(desc string) error |
| cosmos-sdk/types/errors | \*Error | Wrapf(desc string, args ...interface{}) error |
| cosmos-sdk/store/types | \*KVStore | Set(key, value []byte) |
| cosmos-sdk/store/types | \*KVStore | Delete(key []byte) |
| cosmos-sdk/store/types/kv | \*Store | Set(key, value []byte) |
| cosmos-sdk/store/types/kv | \*Store | Delete(key []byte) |
| cosmos-sdk/store/types/dbadapter | \*Store | Set(key, value []byte) |
| cosmos-sdk/store/types/dbadapter | \*Store | Delete(key []byte) |
| cosmos-sdk/store/types/gaskv | \*Store | Set(key, value []byte) |
| cosmos-sdk/store/types/gaskv | \*Store | Delete(key []byte) |
| cosmos-sdk/store/types/iavl | \*Store | Set(key, value []byte) |
| cosmos-sdk/store/types/iavl | \*Store | Delete(key []byte) |
| cosmos-sdk/store/types/listenkv | \*Store | Set(key, value []byte) |
| cosmos-sdk/store/types/listenkv  | \*Store | Delete(key []byte) |
| cosmos-sdk/store/types/prefix | \*Store | Set(key, value []byte) |
| cosmos-sdk/store/types/prefix | \*Store | Delete(key []byte) |
| cosmos-sdk/store/types/tracekv | \*Store | Set(key, value []byte) |
| cosmos-sdk/store/types/tracekv | \*Store | Delete(key []byte) |
